"ori","agency","weight","tot"
"MI5260900","NEGAUNEE PD",1.42001221214859,1
"MN0190400","MENDOTA HEIGHTS PD",1.42001221214859,1
"ND0010000","ADAMS CO SO HETTINGER",1.42001221214859,1
"OH0050100","ATHENS",1.42001221214859,1
"WI0430200","OCONTO PD",1.42001221214859,1
"GA0770000","IRWIN CO SO OCILLA",1.42009578030072,1
"KY0540200","DAWSON SPRINGS PD",1.42009578030072,1
"NC0530000","LEE CO SO SANFORD",1.42009578030072,1
"TN0310100","TRACY CITY PD",1.42009578030072,1
"TX2204000","COLLEYVILLE PD",1.42009578030072,1
"AL0080100","ONEONTA PD",1.42109396050776,1
"AL0470300","GURLEY PD",1.42109396050776,1
"KY0590200","ELSMERE POLICE DEPARTMENT",1.42109396050776,1
"OK0370000","KINGFISHER",1.42109396050776,1
"VA085SP00","SP: SHENANDOAH COUNTY",1.42109396050776,1
"OR023SP00","SP: MALHEUR COUNTY",1.42142846945238,1
"NH0083800","LONDONDERRY PD",1.42191476809426,1
"NY0555800","MARLBOROUGH TOWN PD MILTON",1.42191476809426,1
"RI0050500","RICHMOND PD",1.42191476809426,1
"VT0090000","ORANGE CO SO CHELSEA",1.42191476809426,1
"OH0770500","HUDSON",1.42259816293222,1
"MO0100100","CENTRALIA",1.42328784156404,1
"IL0840300","AUBURN PD",1.42350863693929,1
"MI0410400","ALPENA CO SO ALPENA",1.42350863693929,1
"MI631800X",NA,1.42350863693929,1
"MO0500700","ARNOLD",1.42350863693929,1
"OH0450700","HEATH",1.42350863693929,1
"SC0080500","ST STEPHEN PD",1.42437802636064,1
"IL0590400","CARLINVILLE PD",1.42502232186839,1
"KS0010000","ALLEN CO SO IOLA",1.42502232186839,1
"KS0050200","GREAT BEND PD",1.42502232186839,1
"MI2926600","BRECKENRIDGE PD",1.42502232186839,1
"MI2972700","SAINT LOUIS PD",1.42502232186839,1
"MI4421400","ALMONT PD",1.42502232186839,1
"ND0320000","NELSON CO SO LAKOTA",1.42502232186839,1
"OHOHP0000","OHIO STATE HGHWAY PATROL",1.42502232186839,1
"LA0290500","THIBODAUX PD",1.42537373189602,1
"OK0632300","ABSENTEE SHAWNEE TRIBAL",1.42571985901161,1
"OH0762400","JACKSON TOWNSHIP",1.42681153459019,1
"OK0020000","ALFALFA",1.42827127801676,1
"IA0210100","SPENCER PD",1.42843508429085,1
"MA309SP00","SP: MIDDLESEX COUNTY",1.4291060758221,1
"NH0023000","TAMWORTH PD",1.4291060758221,1
"NY0442900","POTSDAM VILLAGE PD POTSDAM",1.4291060758221,1
"RI0041100","SMITHFIELD PD",1.4291060758221,1
"ID0280400","SPIRIT LAKE PD",1.42921913951374,1
"AK0010500","KODIAK PD",1.42928625357496,1
"ID0420300","KIMBERLY PD",1.43012354872842,1
"OR0200300","FLORENCE",1.43028111862436,1
"WA0271700","FIRCREST PD",1.43028111862436,1
"WA0290400","BURLINGTON PD",1.43028111862436,1
"WI0570500","LAKE DELTON PD",1.43038913547762,1
"AL0070200","BRENT PD",1.43074064885198,1
"KY0710000","LOGAN CO SO RUSSELLVILLE",1.43074064885198,1
"NC0790500","REIDSVILLE PD",1.43074064885198,1
"OK0430100","MARIETTA",1.43074064885198,1
"TN0270400","DYER PD",1.43074064885198,1
"TX0930100","NAVASOTA PD",1.43074064885198,1
"TX1590000","MARTIN CO SO STANTON",1.43074064885198,1
"VA008SP00","SP: AUGUSTA COUNTY",1.43074064885198,1
"IL0910100","ANNA PD",1.43105106715167,1
"IL0940300","MONMOUTH PD",1.43105106715167,1
"MI4604600","SP: LENAWEE COUNTY",1.43105106715167,1
"MI5255900","MARQUETTE PD",1.43105106715167,1
"OH0030000","ASHLAND",1.43105106715167,1
"WI0080200","NEW HOLSTEIN PD",1.43105106715167,1
"GA1210000","RICHMOND CO SO AUGUSTA",1.43139911433303,1
"KY0920100","HARTFORD PD",1.43140002447091,1
"OK0081500","HINTON",1.43140002447091,1
"MA0144000","PRINCETON PD",1.43158026002086,1
"ME0120100","BATH PD",1.43158026002086,1
"NH0010400","BARNSTEAD PD",1.43158026002086,1
"NH0060200","AMHERST PD",1.43158026002086,1
"PA0020400","BRENTWOOD PD",1.43158026002086,1
"PA0110200","CONEMAUGH TOWNSHIP PD JOHNSTOWN",1.43158026002086,1
"UT0130200","KANAB PD",1.43205003277704,1
"UT0290800","HARRISVILLE PD",1.43205003277704,1
"CA0309975",NA,1.4321657672659,1
"CT0005400","GLASTONBURY PD",1.43217334492223,1
"KY1090000","TAYLOR CO SO CAMPBELLSVILLE",1.43224144239819,1
"VA052SP00","SP: LEE COUNTY",1.43224144239819,1
"MS0690000","TATE CO SO SENATOBIA",1.43239978815558,1
"OK0170100","WALTERS",1.43239978815558,1
"WY0200100","JACKSON",1.43256657275115,1
"MA0093100","MELROSE PD",1.4330839789539,1
"NY0470000","SCHOHARIE CO SHERIFF'S DEPARTMENT SCHOHARIE",1.4330839789539,1
"MA0140900","BROOKFIELD PD",1.43324263336308,1
"IA0310400",NA,1.43373618794495,1
"MO0950500","BEL-NOR",1.43373618794495,1
"MN0340000","KANDIYOHI CO SO WILLMAR",1.43408757852954,1
"NB0640000","NEMAHA CO SO AUBURN",1.43408757852954,1
"OH0390200","NORWALK",1.43408757852954,1
"OH0470300","AVON LAKE",1.43408757852954,1
"SD0180000","DAY CO SO WEBSTER",1.43408757852954,1
"KY1160000","WAYNE CO SO MONTICELLO",1.43417741229891,1
"KY0820100","BRANDENBURG PD",1.43429371665506,1
"TX1630100","CASTROVILLE PD",1.43429371665506,1
"CO0450000","OTERO",1.43490716658472,1
"ID0400100","KELLOGG PD",1.43490716658472,1
"WA0320900","EASTERN WASHINGTON UNIVERSITY POLICE DEPARTMENT",1.43490716658472,1
"NJ0042100","LAWNSIDE PD",1.43494610737949,1
"ME0110000","PISCATAQUIS CO SO DOVER FOXCROFT",1.43502372249882,1
"PA0210400","HAMPDEN TWP PD MECHANICSBURG",1.43502372249882,1
"CADIT0200","YUROK TRIBAL",1.43505702353549,1
"CO0540200","HAYDEN",1.43505702353549,1
"MT0420100","SIDNEY PD",1.43505702353549,1
"OR030SP00","SP: UMATILLA COUNTY",1.43505702353549,1
"UT0060400","CENTERVILLE PD",1.43505702353549,1
"NM0330400","ACOMA PD SAN FIDEL",1.43641697923532,1
"GA1420000","TURNER CO SO ASHBURN",1.43700994928376,1
"KY0970000","PERRY CO SO HAZARD",1.43704861440307,1
"AR0090300","LAKE VILLAGE PD",1.43713566101072,1
"GA0760300","CENTERVILLE PD",1.43713566101072,1
"NC092109E","WAKEMED CAMPUS POLICE",1.43713566101072,1
"TN0330700","COLLEGEDALE PD",1.43713566101072,1
"KY0880000","MORGAN CO SO WEST LIBERTY",1.43719920923738,1
"OK0090800","UNION CITY",1.43719920923738,1
"TX2060100","SAN SABA PD",1.43719920923738,1
"NB0870200","OMAHA TRIBAL PD",1.43762101670024,1
"WA0271900","RUSTON PD",1.43784607421224,1
"NH0051600","CAMPTON PD",1.43786178074036,1
"MA0081900","WILLIAMSBURG PD",1.43790052122675,1
"CT0016400","WINDSOR PD",1.43798773750798,1
"NH0070800","BOW PD",1.43798773750798,1
"NJ0142700","MOUNT OLIVE TWP PD BUDD LAKE",1.43798773750798,1
"NJ0171300","CARNEYS POINT TOWNSHIP POLICEDEPARTMENT",1.43798773750798,1
"IL0430000","JO DAVIESS CO SO GALENA",1.4380649196665,1
"IL0821100","MASCOUTAH PD",1.4380649196665,1
"IL1010200","LOVES PARK PD IL",1.4380649196665,1
"KS0070100","HIAWATHA PD",1.4380649196665,1
"KS0280000","FINNEY CO SO GARDEN CITY",1.4380649196665,1
"KS0910100","GOODLAND PD",1.4380649196665,1
"MI631920X",NA,1.4380649196665,1
"OH0871800","NORTHWOOD",1.4380649196665,1
"SD0410500","TEA PD",1.4380649196665,1
"WI0150000","DOOR CO SO STURGEON BAY",1.4380649196665,1
"WI0200000","FOND DU LAC CO SO FOND DU LAC",1.4380649196665,1
"CA0430900","MONTE SERENO PD",1.43847643255974,1
"CO0240000","GILPIN",1.43847643255974,1
"OR0280000","SHERMAN",1.43847643255974,1
"UT0251000","SALEM PD",1.43919202446859,1
"WA0100000","FERRY CO SO REPUBLIC",1.43919202446859,1
"IN0790500",NA,1.44044798352778,1
"MO0240200","CLAYCOMO",1.44044798352778,1
"TX1550100","BELLMEAD PD",1.44063545515593,1
"AL0490200","WINFIELD PD",1.44113699819691,1
"AR0360300","LAMAR POLICE DEPARTMENT",1.44113699819691,1
"KY0070200","PINEVILLE PD",1.44113699819691,1
"KY0160000","BUTLER CO SO MORGANTOWN",1.44113699819691,1
"KY0620000","LARUE CO SO HODGENVILLE",1.44113699819691,1
"KY1080000","SPENCER CO SO TAYLORSVILLE",1.44113699819691,1
"LA0620000","WEST CARROLL CO SO OAK GROVE",1.44113699819691,1
"MD0060100","DENTON PD",1.44113699819691,1
"NC0060000","AVERY CO SO NEWLAND",1.44113699819691,1
"NC0560100","MARION PD",1.44113699819691,1
"OK0340000","JEFFERSON",1.44113699819691,1
"OK0520100","PERRY",1.44113699819691,1
"NC0100300","SOUTHPORT PD",1.44135457058164,1
"NC0410100","GIBSONVILLE PD",1.44135457058164,1
"TX0530000","CROCKETT CO SO OZONA",1.44135457058164,1
"MI8224600","BELLEVILLE PD",1.44148134017817,1
"MO0951900","CREVE COEUR",1.44148134017817,1
"MA0141300","DUDLEY PD",1.4419968742074,1
"ME0100200","BREWER PD",1.4419968742074,1
"NJ0010100","ABSECON PD",1.4419968742074,1
"CADIT0400","SYCUAN TRIBAL",1.44239904031338,1
"WA0160100","PORT TOWNSEND PD",1.44284811311987,1
"WA0310600","MOUNTLAKE TERRACE PD",1.44284811311987,1
"NC0510000","JOHNSTON CO SO SMITHFIELD",1.44415027419481,1
"UT0270900","SPRINGDALE PD",1.44443092030783,1
"DE0013200","DELAWARE STATE UNIV POLICE DEPARTMENT",1.44457737751384,1
"MS0680100","CHARLESTON PD",1.44457737751384,1
"OK0760000","WOODS",1.44457737751384,1
"TN0730300","OLIVER SPRINGS PD",1.44457737751384,1
"AR0720900","JOHNSON PD",1.44502866151862,1
"KY0220100","GRAYSON PD",1.44502866151862,1
"OK0240000","GARFIELD",1.44502866151862,1
"TX2121500","BULLARD POLICE DEPARTMENT",1.44502866151862,1
"WI0110200","WISCONSIN DELLS PD",1.44504267067508,1
"CA0391500","STOCKTON UNIFIED SCHOOL DIST PD STOCKTON",1.44523428943547,1
"IA0500200","COLFAX PD",1.44603259488905,1
"IL0100300","MAHOMET PD",1.44603259488905,1
"IN0170100","AUBURN PD",1.44603259488905,1
"IN0290300",NA,1.44603259488905,1
"MI0381100","WAYLAND PD",1.44603259488905,1
"MN0250100","CANNON FALLS PD",1.44603259488905,1
"MO0760000","OSAGE",1.44603259488905,1
"OH0501800","GOSHEN TOWNSHIP",1.44603259488905,1
"WI0290200","MAUSTON PD",1.44603259488905,1
"WI0660000","WASHBURN CO SO SHELL LAKE",1.44603259488905,1
"TX2271100","LAKEWAY PD AUSTIN",1.44629375133126,1
"VA0930000","WARREN CO SO FRONT ROYAL",1.44629375133126,1
"MA0144600","SPENCER PD",1.44716367902259,1
"ME0161300","SOUTH BERWICK PD",1.44716367902259,1
"NJ0025400","ROCHELLE PARK PD",1.44716367902259,1
"NH0053600","HAVERHILL PD WOODSVILLE",1.44748982450758,1
"NY0060200","JAMESTOWN CITY PD JAMESTOWN",1.44748982450758,1
"NY0550000","ULSTER CO SHERIFF'S DEPARTMENT KINGSTON",1.44748982450758,1
"RI0041500","NORTH SMITHFIELD PD SLATERSVILLE",1.44748982450758,1
"IL0492000","WAUCONDA PD",1.44749912617404,1
"IL0630100","HAVANA PD",1.44749912617404,1
"WI0460000","OZAUKEE CO SO PORT WASHINGTON",1.44749912617404,1
"ME0031400","YARMOUTH PD",1.4501755652423,1
"UT0240300","NAPLES PD",1.45073496759356,1
"OH0710000","ROSS",1.45147465639993,1
"SD0030000","BENNETT CO SO MARTIN",1.4518482173318,1
"AR0630200","BRYANT PD",1.45224887223037,1
"KY0030000","ANDERSON CO SO LAWRENCEBURG",1.45224887223037,1
"NC0860100","ELKIN PD",1.45224887223037,1
"TX0141000","MORGAN PT RESORT PD BELTON",1.45224887223037,1
"TX2202400","SAGINAW PD",1.45224887223037,1
"CT0010600","OLD SAYBROOK PD",1.4531304078023,1
"CT0014300","TORRINGTON PD",1.4531304078023,1
"MA0080700","GRANBY PD",1.4531304078023,1
"ME0010600","MECHANIC FALLS PD",1.4531304078023,1
"ME0050100","BAR HARBOR PD",1.4531304078023,1
"NY0480000","SCHUYLER CO SHERIFF'S DEPARTMENT WATKINS GLEN",1.4531304078023,1
"PA056SP00","SP: SOMERSET COUNTY",1.4531304078023,1
"PA0600300","MIFFLINBURG PD",1.4531304078023,1
"AZ0020300","BISBEE PD",1.45391014093565,1
"CA0120400","FERNDALE PD",1.45391014093565,1
"CO0210700","MONUMENT",1.45391014093565,1
"KS0340100","ULYSSES PD",1.45470112914803,1
"OH0521300","MONTVILLE TOWNSHIP",1.45492383312698,1
"OH0650100","CIRCLEVILLE",1.45492383312698,1
"WI0080100","CHILTON PD",1.45492383312698,1
"WI0140000","DODGE CO SO JUNEAU",1.45492383312698,1
"WI0140900","WAUPUN PD",1.45492383312698,1
"KS0870000","SEDGWICK CO SO WICHITA",1.4552242793415,1
"MN0090000","CARLTON CO SO CARLTON",1.4552242793415,1
"OH0670100","AURORA",1.4552242793415,1
"OH0771000","NORTON",1.4552242793415,1
"WI0683300","MUKWONAGO TOWN",1.4552242793415,1
"MT0430000","ROOSEVELT CO SO WOLF POINT",1.45601607458494,1
"NJ0110300","HAMILTON TOWNSHIP POLICE DEPARTMENT",1.45605441957761,1
"TN0510000","LEWIS CO SO HOHENWALD",1.45614515786735,1
"IL0820600","DUPO PD",1.45695689720874,1
"MI6325900","BIRMINGHAM PD",1.45695689720874,1
"WI0411800","WHITEFISH BAY PD",1.45695689720874,1
"NY0490000","SENECA CO SHERIFF'S DEPARTMENT WATERLOO",1.45699186645765,1
"CT0009700","NEWTOWN PD",1.45703428818323,1
"OR006SP00","SP: COOS COUNTY",1.4580691069262,1
"WA0172100","PACIFIC PD",1.4580691069262,1
"OK0680100","SALLISAW",1.45965991478837,1
"TX0290200","PORT LAVACA POLICE DEPT",1.459890198678,1
"AR0670100","DE QUEEN PD",1.46032460227107,1
"TX1580100","JEFFERSON PD",1.46032460227107,1
"CO0620800","DACONO",1.46056099314142,1
"MT0460000","SHERIDAN CO SO PLENTYWOOD",1.46056099314142,1
"OK0510700","FORT GIBSON",1.46146613814766,1
"NC0760600","ARCHDALE PD",1.46181556963839,1
"SC0270100","HARDEEVILLE PD",1.46181556963839,1
"IA0490000","JACKSON CO SO MAQUOKETA",1.46360665764622,1
"ND0380000","RENVILLE CO SO MOHALL",1.46360665764622,1
"WI0030200","BARRON PD",1.46360665764622,1
"NY0136600","EAST FISHKILL TOWN PD HOPEWELL JUNCTION",1.46373091650135,1
"AR0750100","DARDANELLE PD",1.46403793711754,1
"DE0030200","DELMAR PD",1.46403793711754,1
"NC0990000","YADKIN CO SO YADKINVILLE",1.46403793711754,1
"OK0140400","NOBLE",1.46403793711754,1
"SC0420900","INMAN PD",1.46403793711754,1
"TX0100000","BANDERA CO SO BANDERA",1.46403793711754,1
"TX0460800","BULVERDE POLICE DEPARTMENT",1.46403793711754,1
"TX1391000","RENO POLICE DEPARTMENT",1.46403793711754,1
"VA0930100","FRONT ROYAL PD",1.46403793711754,1
"MI7532500","COLON PD",1.46470822307777,1
"MN0860600","ANNANDALE PD",1.46470822307777,1
"MO0640200","PALMYRA",1.46470822307777,1
"ND0030000","BENSON CO SO MINNEWAUKAN",1.46470822307777,1
"OH0150300","EAST PALESTINE",1.46470822307777,1
"OH0184700","SEVEN HILLS",1.46470822307777,1
"OH0350100","NAPOLEON",1.46470822307777,1
"WI0490100","AMERY PD",1.46470822307777,1
"CT0011000","PLAINVILLE PD",1.46494245224938,1
"PA0029000","SHARPSBURG PD",1.46494245224938,1
"PA0210900","SHIPPENSBURG POLICE DEPARTMENT",1.46494245224938,1
"CO0600100","WOODLAND PARK",1.46640062517755,1
"UT0150000","MORGAN CO SO MORGAN",1.46640062517755,1
"TX1130100","CROCKETT PD",1.46765691835842,1
"CA0195100","PALOS VERDES ESTATES PD PALOS VERDES PENINSULA",1.46793412545533,1
"WA0270500","EATONVILLE PD",1.46793412545533,1
"NY0170200","JOHNSTOWN CITY PD JOHNSTOWN",1.46856848770509,1
"TX1070700","GUN BARREL CITY PD",1.46869714424645,1
"TX1540100","BRADY POLICE DEPT",1.46869714424645,1
"TX2340100","CANTON PD",1.46869714424645,1
"OH0230900","PICKERINGTON",1.46943126625467,1
"CTDI00300","BUREAU OF INDIAN AFFAIRS",1.46961074122918,1
"NJ0010800","EGG HARBOR TOWNSHIP POLICE DEPARTMENT",1.46961074122918,1
"WI0440200","RHINELANDER PD",1.46981324303879,1
"TN0920400","GREENFIELD PD",1.47005254895169,1
"MA0141200","DOUGLAS PD EAST DOUGLAS",1.47115479619662,1
"NH0043800","LANCASTER PD",1.47115479619662,1
"PAPSP9400","SP YORK",1.47115479619662,1
"MI1123300","BARODA-LAKE TOWNSHIP POLICE DEPARTMENT",1.47262892196893,1
"MO0490100","CARL JUNCTION",1.47262892196893,1
"OH0831000","HAMILTON TOWNSHIP",1.47262892196893,1
"MS0253200","BYRAM",1.47468000374106,1
"IA0150100","ATLANTIC PD",1.47535405469601,1
"IA0540000","KEOKUK CO SO SIGOURNEY",1.47535405469601,1
"KS0780000","RENO CO SO HUTCHINSON",1.47535405469601,1
"MO0300100","BUFFALO",1.47535405469601,1
"NB0070000","BOX BUTTE CO SO ALLIANCE",1.47535405469601,1
"OH0070400","MARTINS FERRY",1.47535405469601,1
"OH0750000","SHELBY",1.47535405469601,1
"NJ0143500","ROCKAWAY TWP PD ROCKAWAY",1.4756052626732,1
"CO0100000","CLEAR CREEK",1.47569788084964,1
"CO0370000","LINCOLN",1.47569788084964,1
"WA0190200","CLE ELUM PD",1.47569788084964,1
"IA0040000","APPANOOSE CO SO CENTERVILLE",1.47600729428725,1
"ID0240100","GOODING PD",1.47601204690811,1
"IN0410000","JOHNSON CO SO FRANKLIN",1.47608172429223,1
"OH0760700","LOUISVILLE",1.47608172429223,1
"AL0180100","HEFLIN PD",1.47646068546803,1
"KY0840000","MERCER CO SO HARRODSBURG",1.47646068546803,1
"MS0500000","NESHOBA CO SO PHILADELPHIA",1.47646068546803,1
"TX1280000","KARNES CO SO KARNES CITY",1.47646068546803,1
"VA0920300","RICHLANDS PD",1.47646068546803,1
"WV0060000","CABELL CO SO HUNTINGTON",1.47646068546803,1
"MN0610000","POPE CO SO GLENWOOD",1.47701029099354,1
"MO0890300","LAWSON",1.47701029099354,1
"OH0170100","BUCYRUS",1.47701029099354,1
"OH0782300","WEATHERSFIELD",1.47701029099354,1
"OH0170300","GALION",1.47718503720806,1
"AR0661200",NA,1.47720557363356,1
"AR0680300","ASH FLAT POLICE DEPARTMENT ASH FLAT",1.47720557363356,1
"NC0430400","LILLINGTON PD",1.47720557363356,1
"NY0440200","MASSENA VILLAGE PD MASSENA",1.47738941535251,1
"TX1000900","LUMBERTON PD",1.47804017885575,1
"SC0150200","EDISTO BEACH PD EDISTO BEACH",1.47835589184257,1
"NH0071400","CHICHESTER PD",1.4789719875309,1
"MO0482000","UNIV OF MO: KANSAS CITY",1.4790612891032,1
"KS0740000","PHILLIPS CO SO PHILLIPSBURG",1.47914677647391,1
"MN0140400","MOORHEAD PD",1.47914677647391,1
"KS0080100","DEPT OF SAFETY AUGUSTA",1.4792751269034,1
"NC0740900","EAST CAROLINA UNIVERSITY POLICE GREENVILLE",1.48017655036786,1
"NC0900500","STALLINGS POLICE DEPARTMENT",1.48017655036786,1
"IL0168500","PALOS HEIGHTS PD",1.48227268981507,1
"OH0720400","WOODVILLE",1.48227268981507,1
"IL0470200","YORKVILLE PD",1.48231535962413,1
"SD0630500","NORTH SIOUX CITY PD",1.48239060196391,1
"MI3384300","LANSING TWP PD LANSING",1.48241142197164,1
"OH0431200","WILLOUGHBY",1.48241142197164,1
"OH0780600","NILES",1.48241142197164,1
"IN0280300","LINTON PD",1.48248155212371,1
"MI3860600","NAPOLEON TOWNSHIP PD NAPOLEON",1.48248155212371,1
"WI0350200","TOMAHAWK POLICE DEPARTMENT",1.48248155212371,1
"CA0270200","DEL REY OAKS PD",1.48592907391113,1
"CO0080000","CHAFFEE",1.48592907391113,1
"OH0140300","SABINA",1.48627370277091,1
"IA0560100","FORT MADISON PD",1.48682719248395,1
"IL0570500","LEROY PD",1.48682719248395,1
"IL1010700","SOUTH BELOIT PD",1.48682719248395,1
"MI1227200","BRONSON PD",1.48682719248395,1
"MI6162200","NORTH MUSKEGON PD",1.48682719248395,1
"OH0831400","SPRINGBORO",1.48682719248395,1
"WI0410400","FOX POINT PD",1.48682719248395,1
"WI0550000","RUSK CO SO LADYSMITH",1.48682719248395,1
"MI8244600","GROSSE POINTE DPS GROSSE POINTE",1.48706729964716,1
"OK0410200","PRAGUE",1.48716420948221,1
"TX1390000","LAMAR CO SO PARIS",1.48716420948221,1
"TX2272200","JONESTOWN PD JONESTOWN",1.48716420948221,1
"MS0690100","SENATOBIA PD",1.48790279229443,1
"KY0010000","ADAIR CO SO COLUMBIA",1.48832174948687,1
"TN0310400","MONTEAGLE POLICE DEPARTMENT MONTEAGLE",1.48844653401618,1
"TX0190800","HOOKS PD",1.48844653401618,1
"TX1701600","OAK RIDGE NORTH PD",1.48844653401618,1
"NJ0191500","NEWTON PD",1.4892735992739,1
"NY0272400","EAST ROCHESTER VILLAGE PD EAST ROCHESTER",1.4892735992739,1
"PA0101200","CRANBERRY TWP POLICE DEPARTMENT CRANBERRY TWP",1.48939862703655,1
"AL0050900","SUMMERDALE PD",1.48946748427709,1
"AR0370000","LAFAYETTE CO SO LEWISVILLE",1.48946748427709,1
"NC0720000","PERQUIMANS CO SO HERTFORD",1.48946748427709,1
"TN0230200","NEWBERN PD",1.48946748427709,1
"TX0140300","HARKER HEIGHTS PD",1.48946748427709,1
"CT0002300","CANTON PD COLLINSVILLE",1.49042156736096,1
"ME0080400","WISCASSET PD",1.49042156736096,1
"IN0495300",NA,1.49062390464093,1
"MI1211200","BRANCH CO SO COLDWATER",1.49112192980307,1
"OH0510100","MARION",1.49112192980307,1
"MS0780100","EUPORA PD",1.49225587524108,1
"OH0571600","BROOKVILLE",1.49251804965755,1
"OH0680000","PREBLE",1.49251804965755,1
"WI0020100","ASHLAND PD",1.49287727502783,1
"ID0200000","ELMORE CO SO MOUNTAIN HOME",1.49421147066198,1
"OR0150300","JACKSONVILLE",1.49421147066198,1
"MN0272000","ST ANTHONY POLICE DEPARTMENT",1.49583542178841,1
"OH0410400","TORONTO",1.49583542178841,1
"TX0390000","CLAY COUNTY SHERIFFS OFFICE",1.49664492809144,1
"CA0189940",NA,1.49706104628082,1
"CO0540100","STEAMBOAT SPRINGS",1.49706104628082,1
"MT0040000","BROADWATER CO SO TOWNSEND",1.49706104628082,1
"OR0140000","HOOD RIVER",1.49706104628082,1
"OR0340800","NORTH PLAINS",1.49706104628082,1
"WADI05500","BIA SQUAXIN ISLAND TRIBAL ENFORCEMENT SHELTON",1.49774411598747,1
"CO0500000","PROWERS",1.49879291443006,1
"MT0270100","LIBBY PD",1.49879291443006,1
"UT0184000","UT TRANSIT AUTH LAW ENFORCMENT",1.49879291443006,1
"IL0380100","WATSEKA PD",1.49908996450502,1
"KS0630300","CHERRYVALE PD",1.49908996450502,1
"MI6606600","SP: ONTONAGON COUNTY",1.49908996450502,1
"ND0390300","WAHPETON PD",1.49908996450502,1
"OH0180800","BRECKSVILLE",1.49908996450502,1
"OH0820100","MCARTHUR",1.49908996450502,1
"WI0360200","TWO RIVERS PD",1.49908996450502,1
"WI0520800","STURTEVANT VILLAGE PD STURTEVANT",1.49908996450502,1
"WI0681100","HARTLAND PD",1.49908996450502,1
"AL0130300","LEESBURG PD",1.49950853479084,1
"VA1075000","FAIRFAX PD",1.49950853479084,1
"MO0540000","LAFAYETTE",1.49986851147394,1
"KY0790200","CALVERT CITY PD",1.50010646860329,1
"ME0160600","BERWICK PD",1.50108128947935,1
"CA0300500","CYPRESS PD",1.50116117382721,1
"DE0012600","CHESWOLD POLICE DEPARTMENT",1.50149391769736,1
"GA0310800","CLAYTON JR COLLEGE PUBLIC SAFETY DEPT MORROW",1.50149391769736,1
"TX0840500","HITCHCOCK PD",1.50149391769736,1
"TX1470300","MEXIA PD",1.50149391769736,1
"TX2360300",NA,1.50149391769736,1
"VA0400100","EMPORIA PD",1.50149391769736,1
"VA1300200","RADFORD UNIVERSITY POLICE DEPARTMENT",1.50149391769736,1
"GA0740000","HEARD CO SO FRANKLIN",1.50300165769293,1
"KY0430000","GRAYSON CO SO LEITCHFIELD",1.50300165769293,1
"KY0520000","HENRY CO SO NEW CASTLE",1.50300165769293,1
"SC0050000","BAMBERG CO SO BAMBERG",1.50300165769293,1
"TX2203300","UNIV OF TEXAS PD ARLINGTON",1.50300165769293,1
"TX2520200","OLNEY PD",1.50300165769293,1
"NJ0133900","HAZLET TWP PD HAZLET",1.50398212194883,1
"AL0620700","JACKSONS GAP",1.50400674438583,1
"AR0390000","LEE CO SO MARIANNA",1.50400674438583,1
"TX2030000","SAN AUGUSTINE CO SO SAN AUGUSTINE",1.50400674438583,1
"WA0300000","SKAMANIA CO SO STEVENSON",1.50429562012559,1
"AK0011200","VALDEZ PD",1.50441891671998,1
"CA0129925",NA,1.50441891671998,1
"TX1330500","INGRAM PD INGRAM",1.50677873109385,1
"TX0431800","MURPHY PD",1.50692451273929,1
"VA003SP00","SP: ALLEGHANY COUNTY",1.50692451273929,1
"OH0872800","PERRYSBURG TOWNSHIP",1.50800212784439,1
"OR017SP00","SP: JOSEPHINE COUNTY",1.50905810366712,1
"TX1990100","ROCKWALL PD",1.50955582080751,1
"IL0890000","STEPHENSON CO SO FREEPORT",1.50964752022927,1
"OH0470600","OBERLIN",1.50964752022927,1
"AR0240200","CHARLESTON PD",1.5115646647203,1
